accuracy,loss,val_accuracy,val_loss
0.3206556737422943,1.94405198097229,0.5236254334449768,1.4508183002471924
0.4757344126701355,1.5578140020370483,0.5485395193099976,1.2902801036834717
0.5558522939682007,1.3546862602233887,0.6000859141349792,1.180232048034668
0.6026337742805481,1.2399696111679077,0.6391752362251282,1.104907512664795
0.6359701752662659,1.1379525661468506,0.6155498027801514,1.169197678565979
0.6642416715621948,1.0473616123199463,0.6430412530899048,1.1182219982147217
0.6821070313453674,1.0043381452560425,0.6817010045051575,1.0336600542068481
0.7013537287712097,0.9449030160903931,0.693728506565094,0.9881219267845154
0.7192190885543823,0.8806208968162537,0.717783510684967,0.8997846841812134
0.7243760824203491,0.8507047295570374,0.7212199568748474,0.8980091214179993
0.7374528050422668,0.8022125959396362,0.7160652875900269,0.9355087280273438
0.7497928142547607,0.7608314752578735,0.7396907210350037,0.8675395250320435
0.7609356045722961,0.7411254048347473,0.6855670213699341,1.083565354347229
0.761488139629364,0.7295199632644653,0.7384020686149597,0.8212243318557739
0.7718942761421204,0.6787868142127991,0.7306700944900513,0.8823292255401611
0.781011164188385,0.6598560810089111,0.7517182230949402,0.822595477104187
0.7874574065208435,0.6340154409408569,0.7671821117401123,0.8084439039230347
0.7974951863288879,0.6007070541381836,0.7706185579299927,0.7894561290740967
0.7968505620956421,0.5959686636924744,0.7461340427398682,0.8179321885108948
0.805967390537262,0.5722395777702332,0.7590206265449524,0.8246034383773804
0.8094667792320251,0.5603117942810059,0.775343656539917,0.8150078654289246
0.8125978708267212,0.5323449373245239,0.7495704293251038,0.8441196084022522
0.8154526352882385,0.5365923643112183,0.7603092789649963,0.8171297311782837
0.8190441131591797,0.510113000869751,0.8015463948249817,0.6905538439750671
0.8216226100921631,0.501024603843689,0.7989690899848938,0.6770376563072205
0.8310157656669617,0.45902660489082336,0.7847937941551208,0.7968668937683105
0.8445529341697693,0.4450894296169281,0.7860824465751648,0.7652790546417236
0.842434823513031,0.4355389475822449,0.7873711585998535,0.7527585029602051
0.8412376642227173,0.43978771567344666,0.7646048069000244,0.8828714489936829
0.8471314311027527,0.42797043919563293,0.7925257682800293,0.8154569864273071
0.8512754440307617,0.402114599943161,0.7624570727348328,0.9254298210144043
0.8517358899116516,0.4075715243816376,0.7804982662200928,0.8152604103088379
0.8596555590629578,0.3812081813812256,0.7890893220901489,0.822105348110199
